,imageLink,category,cardName,s3_file_name,s3_link,rgb,hue
3497,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw96bb8add/images/finished-goods/youre-hot-funny-sweetest-day-card-for-wife-root-399sd7094_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,youre-hot-funny-sweetest-day-card-for-wife-root-399sd7094,youre-hot-funny-sweetest-day-card-for-wife-root-399sd7094,https://greeting-card-images.s3.amazonaws.com/youre-hot-funny-sweetest-day-card-for-wife-root-399sd7094,[206.10506024  37.73156627  52.11903614],339.40217056613784
3935,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw283d8a6a/images/finished-goods/Wonderful-Daughter-Sweet-Family-Thanksgiving-Card-root-399TH2755_PV.1.TH2755.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,wonderful-daughter-sweet-family-thanksgiving-card-root-399th2755,wonderful-daughter-sweet-family-thanksgiving-card-root-399th2755,https://greeting-card-images.s3.amazonaws.com/wonderful-daughter-sweet-family-thanksgiving-card-root-399th2755,[115.54939119  36.2339101   63.40108029],339.4439506606058
60,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw220776a0/images/finished-goods/Hello-Kitty-Youre-Amazing-Birthday-Card-for-Girl-root-299HKB4549_PV.1.HKB4549.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,hello-kitty-youre-amazing-birthday-card-for-girl-root-299hkb4549,hello-kitty-youre-amazing-birthday-card-for-girl-root-299hkb4549,https://greeting-card-images.s3.amazonaws.com/hello-kitty-youre-amazing-birthday-card-for-girl-root-299hkb4549,[253.26324238 252.60674157 251.4723114 ],339.5271155000273
438,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc12888a5/images/finished-goods/Youre-the-Best-Thing-Birthday-Card-for-Wife-root-499FBD4061_PV.1.FBD4061.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,youre-the-best-thing-birthday-card-for-wife-root-499fbd4061,youre-the-best-thing-birthday-card-for-wife-root-499fbd4061,https://greeting-card-images.s3.amazonaws.com/youre-the-best-thing-birthday-card-for-wife-root-499fbd4061,[241.69047619 220.01322751 222.10185185],339.6237239457446
2061,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwab57a94e/images/finished-goods/New-Beginning-Confirmation-Card-root-329CEY1305_PV.1.CEY1305.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,new-beginning-confirmation-card-root-329cey1305,new-beginning-confirmation-card-root-329cey1305,https://greeting-card-images.s3.amazonaws.com/new-beginning-confirmation-card-root-329cey1305,[197.61639549 174.7571965  118.00563204],339.7010637078655
3126,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd014eb73/images/finished-goods/A-Good-Snore-SpanishLanguage-Valentines-Day-Card-for-Husband-root-499VAS2415_PV.1.VAS2415.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Husband,a-good-snore-spanishlanguage-valentines-day-card-for-husband-root-499vas2415,a-good-snore-spanishlanguage-valentines-day-card-for-husband-root-499vas2415,https://greeting-card-images.s3.amazonaws.com/a-good-snore-spanishlanguage-valentines-day-card-for-husband-root-499vas2415,[178.82724936  28.03341902 158.77609254],339.70966081048834
1730,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw45eb7fa5/images/finished-goods/Kitten-So-Much-to-Love-Birthday-Card-for-Granddaughter-root-299FBD2117_PV.1.FBD2117.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Granddaughter,kitten-so-much-to-love-birthday-card-for-granddaughter-root-299fbd2117,kitten-so-much-to-love-birthday-card-for-granddaughter-root-299fbd2117,https://greeting-card-images.s3.amazonaws.com/kitten-so-much-to-love-birthday-card-for-granddaughter-root-299fbd2117,[216.27801749 146.3258309  169.98250729],339.7166396704461
3684,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw638ae9cc/images/finished-goods/Our-Lady-of-Guadalupe-Spanish-Mothers-Day-Card_399MTH1647_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,our-lady-of-guadalupe-spanish-mothers-day-card,our-lady-of-guadalupe-spanish-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/our-lady-of-guadalupe-spanish-mothers-day-card,[140.66344086  62.25483871  59.20430108],339.74909020396564
3386,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw67dfe755/images/finished-goods/love-of-my-life-root-599vee3059_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,love-of-my-life-root-599vee3059,love-of-my-life-root-599vee3059,https://greeting-card-images.s3.amazonaws.com/love-of-my-life-root-599vee3059,[154.76864802  88.69085082  75.40821678],339.7500641958401
3199,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwca4c0313/images/finished-goods/Cat-Family-Mothers-Day-Card-From-Us_799MEJ4145_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,cat-family-mothers-day-card-from-us,cat-family-mothers-day-card-from-us,https://greeting-card-images.s3.amazonaws.com/cat-family-mothers-day-card-from-us,[181.79338207  85.57599077  87.79145825],339.78154855268787
3470,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw420fd9fc/images/finished-goods/Positive-Vibes-Only-Birthday-Card_399MHB1840_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,positive-vibes-only-birthday-card,positive-vibes-only-birthday-card,https://greeting-card-images.s3.amazonaws.com/positive-vibes-only-birthday-card,[ 81.71451744  84.06893755 136.69951338],339.8278016942085
2078,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw1b348e13/images/finished-goods/Thankful-for-Your-Love-Birthday-Card-for-Mom-root-599FBD4003_PV.1.FBD4003.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,thankful-for-your-love-birthday-card-for-mom-root-599fbd4003,thankful-for-your-love-birthday-card-for-mom-root-599fbd4003,https://greeting-card-images.s3.amazonaws.com/thankful-for-your-love-birthday-card-for-mom-root-599fbd4003,[236.59100726 103.79206754 148.02356175],339.9943877078862
1500,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0f8b8642/images/finished-goods/Two-Lovebirds-Paper-Valentines-Day-Card_899IAV9127_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,two-lovebirds-paper-valentines-day-card,two-lovebirds-paper-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/two-lovebirds-paper-valentines-day-card,[205.57727975 177.68392581 177.84853168],340.39343983684574
3707,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw96f673b8/images/finished-goods/Aspirin-Funny-Birthday-Card-for-Mom-root-399FBD3113_PV.1.FBD3113.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,aspirin-funny-birthday-card-for-mom-root-399fbd3113,aspirin-funny-birthday-card-for-mom-root-399fbd3113,https://greeting-card-images.s3.amazonaws.com/aspirin-funny-birthday-card-for-mom-root-399fbd3113,[187.55816667   7.9105      63.10516667],340.5538162146086
3950,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw48b74c90/images/finished-goods/Lace-and-Gold-Foil-Valentines-Day-Card-for-Wife-root-699VEI9932_PV.1.VEI9932.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,lace-and-gold-foil-valentines-day-card-for-wife-root-699vei9932,lace-and-gold-foil-valentines-day-card-for-wife-root-699vei9932,https://greeting-card-images.s3.amazonaws.com/lace-and-gold-foil-valentines-day-card-for-wife-root-699vei9932,[133.83613692  20.50857812  56.67126956],340.83834779079234
3740,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw65bee495/images/finished-goods/Crazy-Thanks-Pop-Up-Birthday-Card_499MAN2597_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,crazy-thanks-pop-up-birthday-card,crazy-thanks-pop-up-birthday-card,https://greeting-card-images.s3.amazonaws.com/crazy-thanks-pop-up-birthday-card,[94.10306265 75.44554581 84.41504638],340.97696634509634
3634,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw21411e79/images/finished-goods/Bear-Hugs-for-Grandson-and-Family-Valentines-Day-Card-root-299VEE3847_PV.1.VEE3847.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Grandson,bear-hugs-for-grandson-and-family-valentines-day-card-root-299vee3847,bear-hugs-for-grandson-and-family-valentines-day-card-root-299vee3847,https://greeting-card-images.s3.amazonaws.com/bear-hugs-for-grandson-and-family-valentines-day-card-root-299vee3847,[188.87474409   9.74911595  70.34636144],341.0304820266004
1413,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw1185208c/images/finished-goods/Iris-and-Dragonflies-Easter-Card-for-Husband_499E4679_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,iris-and-dragonflies-easter-card-for-husband,iris-and-dragonflies-easter-card-for-husband,https://greeting-card-images.s3.amazonaws.com/iris-and-dragonflies-easter-card-for-husband,[149.20310633 190.2520908  233.02747909],341.1097232266124
2842,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc3264f82/images/finished-goods/Marriage-Is-Like-Football-Valentines-Day-Card-root-529VEE3115_PV.1.VEE3115.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Husband,marriage-is-like-football-valentines-day-card-root-529vee3115,marriage-is-like-football-valentines-day-card-root-529vee3115,https://greeting-card-images.s3.amazonaws.com/marriage-is-like-football-valentines-day-card-root-529vee3115,[181.43712798 101.47470238 118.8218006 ],341.1358439586983
2800,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw7244ac0f/images/finished-goods/Fox-Bike-Spanish-Valentine-Card-Sister_359VAS9973_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Sister,fox-bike-spanish-valentine-card-sister,fox-bike-spanish-valentine-card-sister,https://greeting-card-images.s3.amazonaws.com/fox-bike-spanish-valentine-card-sister,[192.16660557  91.24816716 122.89919355],341.1606478236047
2920,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8c042774/images/finished-goods/Nobody-Holds-a-Candle-to-You-Birthday-Card-for-Mom-root-499FBD2416_PV.1.FBD2416.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,nobody-holds-a-candle-to-you-birthday-card-for-mom-root-499fbd2416,nobody-holds-a-candle-to-you-birthday-card-for-mom-root-499fbd2416,https://greeting-card-images.s3.amazonaws.com/nobody-holds-a-candle-to-you-birthday-card-for-mom-root-499fbd2416,[212.4881993  119.32736014  60.46372378],341.1615890484499
2756,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0016f362/images/finished-goods/Yellow-Felt-Flower-Mothers-Day-Card-From-Daughter_599MOA3107_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,yellow-felt-flower-mothers-day-card-from-daughter,yellow-felt-flower-mothers-day-card-from-daughter,https://greeting-card-images.s3.amazonaws.com/yellow-felt-flower-mothers-day-card-from-daughter,[214.65715983 142.82471777  55.61021985],341.21778590538116
210,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf38bf99b/images/finished-goods/Sister-Bond--Spanish-Mothers-Day-Card_399MTH7952_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Sister,sister-bond--spanish-mothers-day-card,sister-bond--spanish-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/sister-bond--spanish-mothers-day-card,[247.38692696 241.71112086 225.17613512],341.2603098576937
3032,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5547a3a3/images/finished-goods/Six-Cards-in-One-Funny-Mothers-Day-Card_629MOA3476_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,six-cards-in-one-funny-mothers-day-card,six-cards-in-one-funny-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/six-cards-in-one-funny-mothers-day-card,[102.22307181 114.61003989 161.41489362],341.3672141128039
3169,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4075b28b/images/finished-goods/All-My-Heart-SpanishLanguage-Valentines-Day-Card-for-Mom-root-499VAS2465_PV.1.VAS2465.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,all-my-heart-spanishlanguage-valentines-day-card-for-mom-root-499vas2465,all-my-heart-spanishlanguage-valentines-day-card-for-mom-root-499vas2465,https://greeting-card-images.s3.amazonaws.com/all-my-heart-spanishlanguage-valentines-day-card-for-mom-root-499vas2465,[218.6615634   43.35536744  98.26440922],341.40104846798766
4040,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5d679460/images/finished-goods/PopUp-Mickey-Mouse-Mothers-Day-Card-for-Grandma_529MOA2683_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandmother,popup-mickey-mouse-mothers-day-card-for-grandma,popup-mickey-mouse-mothers-day-card-for-grandma,https://greeting-card-images.s3.amazonaws.com/popup-mickey-mouse-mothers-day-card-for-grandma,[68.73328921 57.29384514 63.96161482],341.4138511617466
253,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw6589fb37/images/finished-goods/Today-Is-Completely-and-Entirely-About-You-Birthday-Card-root-399HBD2210_HBD2210_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,today-is-completely-and-entirely-about-you-birthday-card-root-399hbd2210,today-is-completely-and-entirely-about-you-birthday-card-root-399hbd2210,https://greeting-card-images.s3.amazonaws.com/today-is-completely-and-entirely-about-you-birthday-card-root-399hbd2210,[246.         235.25657371 226.51155378],341.44929249185645
2414,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw6964d13d/images/finished-goods/Princess-Spanish-Valentines-Day-Card_359VAS2089_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Girl,princess-spanish-valentines-day-card,princess-spanish-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/princess-spanish-valentines-day-card,[238.56749156 188.50168729  23.50281215],341.48867183023583
3687,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb3c256b0/images/finished-goods/Glittering-Pink-Flower-SpanishLanguage-Mothers-Day-Card-root-459MTH7135_PV.1.MTH7135.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,glittering-pink-flower-spanishlanguage-mothers-day-card-root-459mth7135,glittering-pink-flower-spanishlanguage-mothers-day-card-root-459mth7135,https://greeting-card-images.s3.amazonaws.com/glittering-pink-flower-spanishlanguage-mothers-day-card-root-459mth7135,[158.03477745  32.69068249  71.28189911],341.5271344546408
4345,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwda03af1b/images/finished-goods/My-Inspiration-SpanishLanguage-Valentines-Day-Card-for-Dad-root-399VAS2202_PV.1.VAS2202.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Father,my-inspiration-spanishlanguage-valentines-day-card-for-dad-root-399vas2202,my-inspiration-spanishlanguage-valentines-day-card-for-dad-root-399vas2202,https://greeting-card-images.s3.amazonaws.com/my-inspiration-spanishlanguage-valentines-day-card-for-dad-root-399vas2202,[6.99028078 2.74514039 4.14208578],341.5847052575677
702,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw832c70b3/images/finished-goods/mom-youre-my-super-hero-song-card-root-599mej1183_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,mom-youre-my-super-hero-song-card-root-599mej1183,mom-youre-my-super-hero-song-card-root-599mej1183,https://greeting-card-images.s3.amazonaws.com/mom-youre-my-super-hero-song-card-root-599mej1183,[251.59677838 192.52740972 210.63665887],341.7437307588845
0,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf849fd7f/images/finished-goods/Celebrating-the-Mom-You-Are-Mothers-Card_699MSI8192_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,celebrating-the-mom-you-are-mothers-card,celebrating-the-mom-you-are-mothers-card,https://greeting-card-images.s3.amazonaws.com/celebrating-the-mom-you-are-mothers-card,[254.95306285 254.93396977 254.93965223],342.14285714289525
876,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc6e3de17/images/finished-goods/Peanuts-Spanish-Mothers-Day-Card_599MTH1283_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,peanuts-spanish-mothers-day-card,peanuts-spanish-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/peanuts-spanish-mothers-day-card,[235.90930662 196.04982863 201.77774848],342.1784542236233
1817,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0531062c/images/finished-goods/I-Got-It-From-My-Daddy-Fathers-Day-Card_399SFD5054_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,i-got-it-from-my-daddy-fathers-day-card,i-got-it-from-my-daddy-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/i-got-it-from-my-daddy-fathers-day-card,[246.90763247 180.03062713  94.49149246],342.18929006984735
908,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2ba42886/images/finished-goods/Love-You-More-Mothers-Day-Card_699MOA2779_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,love-you-more-mothers-day-card,love-you-more-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/love-you-more-mothers-day-card,[230.89660138 211.35743088 187.57402074],342.20930232557595
1557,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw09acc3bc/images/finished-goods/Know-Youre-Amazing-Birthday-Card_399FBD8184_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Granddaughter,know-youre-amazing-birthday-card,know-youre-amazing-birthday-card,https://greeting-card-images.s3.amazonaws.com/know-youre-amazing-birthday-card,[250.54638254 133.81791502 168.34375399],342.25325507952005
362,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw7a0615a8/images/finished-goods/Thanks-for-Everything-Mothers-Day-Card_399MOA3403_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,thanks-for-everything-mothers-day-card,thanks-for-everything-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/thanks-for-everything-mothers-day-card,[233.16106391 228.59770964 230.71001108],342.2944631266374
4145,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwcbd01219/images/finished-goods/Flowers-Grandma-SpanishLanguage-Mothers-Day-Card_499MTH7295_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandmother,flowers-grandma-spanishlanguage-mothers-day-card,flowers-grandma-spanishlanguage-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/flowers-grandma-spanishlanguage-mothers-day-card,[84.96018377 28.6424196  37.44640123],342.305773224422
1826,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw38df865e/images/finished-goods/Sequined-Flower-Birthday-Card-for-Grandma-root-699FBD4212_PV.1.FBD4212.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Grandmother,sequined-flower-birthday-card-for-grandma-root-699fbd4212,sequined-flower-birthday-card-for-grandma-root-699fbd4212,https://greeting-card-images.s3.amazonaws.com/sequined-flower-birthday-card-for-grandma-root-699fbd4212,[241.82035054 121.5993184  156.97297955],342.31421786267424
1546,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5c700432/images/finished-goods/You-Love-No-Matter-What-Birthday-Card-for-Mom-root-429FBD4048_PV.1.FBD4048.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,you-love-no-matter-what-birthday-card-for-mom-root-429fbd4048,you-love-no-matter-what-birthday-card-for-mom-root-429fbd4048,https://greeting-card-images.s3.amazonaws.com/you-love-no-matter-what-birthday-card-for-mom-root-429fbd4048,[249.47611827 135.93252464 169.29340409],342.379329610182
443,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw83324dcb/images/finished-goods/Love-of-My-Life-Birthday-Card-for-Wife-root-559FBD1185_PV.1.FBD1185.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,love-of-my-life-birthday-card-for-wife-root-559fbd1185,love-of-my-life-birthday-card-for-wife-root-559fbd1185,https://greeting-card-images.s3.amazonaws.com/love-of-my-life-birthday-card-for-wife-root-559fbd1185,[249.32851931 211.39495287 222.48069322],342.44802408356065
1928,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwac72f16c/images/finished-goods/How-Grateful-I-Am-Birthday-Card-for-Wife-root-599FBD4056_PV.1.FBD4056.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,how-grateful-i-am-birthday-card-for-wife-root-599fbd4056,how-grateful-i-am-birthday-card-for-wife-root-599fbd4056,https://greeting-card-images.s3.amazonaws.com/how-grateful-i-am-birthday-card-for-wife-root-599fbd4056,[235.10268041 160.15752577 111.95175258],342.46633695113536
1791,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwbe6524f6/images/finished-goods/Your-Kind-Heart-Valentines-Day-Card-With-Removable-Necklace-root-599VEI3023_PV.1.VEI3023.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,your-kind-heart-valentines-day-card-with-removable-necklace-root-599vei3023,your-kind-heart-valentines-day-card-with-removable-necklace-root-599vei3023,https://greeting-card-images.s3.amazonaws.com/your-kind-heart-valentines-day-card-with-removable-necklace-root-599vei3023,[243.3640884  135.41160221 145.2339779 ],342.58516794391755
3140,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw3b61453b/images/finished-goods/Embossed-Flowers-and-Quilling-Mothers-Day-Card_599IEM6535_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,embossed-flowers-and-quilling-mothers-day-card,embossed-flowers-and-quilling-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/embossed-flowers-and-quilling-mothers-day-card,[183.19880624  78.8640955  101.78420569],342.66964290299444
